prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
82436	21809711000001106	0	46932020	Olanzapine 5mg orodispersible tablets sugar free (Ranbaxy (UK) Ltd)	Olanzapine	5mg	Orodispersible tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	January 2021
47304	321623003	980	00719021	Olanzapine 10mg oral lyophilisates sugar free	Olanzapine	10mg	Oral lyophilisate	Oral	00000000	Unknown	June 2012
84742	19588311000001109	7	03572020	Zalasta 10mg tablets (Consilient Health Ltd)	Olanzapine	10mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	October 2021
29540	374054003	264989	92053020	Olanzapine 20mg tablets	Olanzapine	20mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
33883	9891011000001103	2077	90167020	Zyprexa 20mg Velotabs (Eli Lilly and Company Ltd)	Olanzapine	20mg	Oral lyophilisate	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	February 2009
70367	19564611000001107	16	03570020	Olanzapine 10mg tablets (Alliance Healthcare (Distribution) Ltd)	Olanzapine	10mg	Tablet	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	October 2017
69674	14015811000001109	31	35324020	Olanzapine 2.5mg/5ml oral solution	Olanzapine	500microgram/1ml	Oral solution	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	June 2017
76308	32696011000001105	2	68981021	Olanzapine 15mg/5ml oral solution	Olanzapine	3mg/1ml	Oral solution	Oral	04020102/04020300	Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania	May 2019
46447	19223511000001106	5695	99845020	Paliperidone 100mg/1ml suspension for injection pre-filled syringes	Paliperidone palmitate	100mg/1ml	Suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	November 2011
70867	32879211000001105	119	69854021	Paliperidone 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes	Paliperidone palmitate	200mg/1ml	Prolonged-release suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	December 2017
46435	19210911000001100	1761	99855020	Xeplion 150mg/1.5ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)	Paliperidone palmitate	100mg/1ml	Suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	November 2011
79313	32878911000001109	15	69848021	Paliperidone 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes	Paliperidone palmitate	200mg/1ml	Prolonged-release suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	December 2019
46556	19223811000001109	3104	99843020	Paliperidone 75mg/0.75ml suspension for injection pre-filled syringes	Paliperidone palmitate	100mg/1ml	Suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	December 2011
70433	32868111000001104	155	69853021	Trevicta 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)	Paliperidone palmitate	200mg/1ml	Prolonged-release suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	October 2017
77606	11749311000001101	55	93745020	Invega 3mg modified-release tablets (Janssen-Cilag Ltd)	Paliperidone	3mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2019
77644	32879011000001100	34	69850021	Paliperidone 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes	Paliperidone palmitate	200mg/1ml	Prolonged-release suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	August 2019
70122	32868411000001109	104	69855021	Trevicta 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)	Paliperidone palmitate	200mg/1ml	Prolonged-release suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	September 2017
46436	19210011000001104	428	99851020	Xeplion 75mg/0.75ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)	Paliperidone palmitate	100mg/1ml	Suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	November 2011
37501	11763411000001101	886	93743020	Paliperidone 9mg modified-release tablets	Paliperidone	9mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
46351	19223611000001105	5392	99847020	Paliperidone 150mg/1.5ml suspension for injection pre-filled syringes	Paliperidone palmitate	100mg/1ml	Suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	October 2011
46224	19223711000001101	1306	99841020	Paliperidone 50mg/0.5ml suspension for injection pre-filled syringes	Paliperidone palmitate	100mg/1ml	Suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	October 2011
47162	19208911000001101	66	99849020	Xeplion 50mg/0.5ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)	Paliperidone palmitate	100mg/1ml	Suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	May 2012
78616	32866911000001100	35	69849021	Trevicta 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)	Paliperidone palmitate	200mg/1ml	Prolonged-release suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	November 2019
36954	11749811000001105	72	93747020	Invega 6mg modified-release tablets (Janssen-Cilag Ltd)	Paliperidone	6mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
46434	19210611000001106	608	99853020	Xeplion 100mg/1ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)	Paliperidone palmitate	100mg/1ml	Suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	November 2011
68297	32867811000001107	106	69851021	Trevicta 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)	Paliperidone palmitate	200mg/1ml	Prolonged-release suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	December 2016
77605	11751011000001100	30	93749020	Invega 9mg modified-release tablets (Janssen-Cilag Ltd)	Paliperidone	9mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2019
73185	32879111000001104	155	69852021	Paliperidone 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes	Paliperidone palmitate	200mg/1ml	Prolonged-release suspension for injection	Intramuscular	04020200	Antipsychotic Depot Injections	September 2018
36116	11763311000001108	1210	93741020	Paliperidone 6mg modified-release tablets	Paliperidone	6mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
37717	11763211000001100	643	93739020	Paliperidone 3mg modified-release tablets	Paliperidone	3mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
21064	21065001000027105	85	50679020	Neulactil 25mg Tablet (JHC Healthcare Ltd)	Pericyazine	25mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
13902	917811000001104	717	52648020	Neulactil Forte syrup (Sanofi)	Pericyazine	2mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
7833	21045001000027104	6528	50677020	Neulactil 2.5mg Tablet (JHC Healthcare Ltd)	Pericyazine	2.5mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
7834	321473008	184634	65579020	Pericyazine 2.5mg tablets	Pericyazine	2.5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
39830	746611000001104	659	96722020	Neulactil 2.5mg tablets (Sanofi)	Pericyazine	2.5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	July 2009
40881	340011000001109	324	96724020	Neulactil 10mg tablets (Sanofi)	Pericyazine	10mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	December 2009
15472	133335001000027103	248	65581020	Pericyazine 25mg tablet	Pericyazine	25mg	Tablets	Oral	04020100	Antipsychotic Products	February 2009
12195	36027911000001107	8923	65584020	Pericyazine 10mg/5ml oral solution	Pericyazine	2mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
67777	16128411000001105	0	77665020	Pericyazine 2.5mg tablets (Zentiva Pharma UK Ltd)	Pericyazine	2.5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	October 2016
8032	321474002	38660	65580020	Pericyazine 10mg tablets	Pericyazine	10mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
83552	251445001000027107	34	94993020	Pericyazine oral liquid	Pericyazine				04020100	Antipsychotic Products	April 2021
8031	21055001000027101	3254	50678020	Neulactil 10mg Tablet (JHC Healthcare Ltd)	Pericyazine	10mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
228	45345001000027100	17	53721020	Fentazin 5mg/ml Injection (Goldshield Pharmaceuticals Ltd)	Perphenazine	5mg/ml	Injection		04020100/40120000	Antipsychotic Products/-	February 2009
2157	321485000	17344	65589020	Perphenazine 4mg tablets	Perphenazine	4mg	Tablet	Oral	04020101/04060000	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo	February 2009
1453	32585001000027105	47041	52047020	Triptafen m 2mg+10mg Tablet (Goldshield Pharmaceuticals Ltd)	Amitriptyline hydrochloride/Perphenazine	10mg + 2mg	Tablet	Oral	04020100/04030100	Antipsychotic Products/Tricyclic And Related Antidepressants	February 2009
14987	69755001000027104	46	56832020	Perphenazine 2mg/5ml oral solution sugar free	Perphenazine	2mg/5ml	Syrup Sugar-Free	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
7919	3680911000001104	12582	49429020	Fentazin 4mg tablets (Advanz Pharma)	Perphenazine	4mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
3490	39731711000001107	6744	68728020	Amitriptyline 10mg / Perphenazine 2mg tablets	Amitriptyline hydrochloride/Perphenazine	10mg + 2mg	Tablet	Oral	00000000	Unknown	February 2009
17087	133365001000027108	2	65587020	Perphenazine 5mg/ml injection	Perphenazine	5mg/ml	Injection		04020100/40120000	Antipsychotic Products/-	February 2009
38827	479411000001101	1084	95533020	Triptafen-M tablets (Mercury Pharma Group Ltd)	Amitriptyline hydrochloride/Perphenazine	10mg + 2mg	Tablet	Oral	00000000	Unknown	February 2009
16323	133385001000027106	9039	65592020	Perphenazine 2mg with Amitriptyline 10mg tablet	Amitriptyline Hydrochloride/Perphenazine	2mg + 10mg	Tablets	Oral	04020100/04030100	Antipsychotic Products/Tricyclic And Related Antidepressants	February 2009
1208	514611000001101	158284	52046020	Triptafen tablets (Advanz Pharma)	Amitriptyline hydrochloride/Perphenazine	25mg + 2mg	Tablet	Oral	04030100	Tricyclic And Related Antidepressants	February 2009
25909	69765001000027108	10	56833020	Perphenazine 4mg/5ml Oral solution sugar free	Perphenazine	4mg/5ml	Syrup Sugar-Free	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
840	3680311000001100	10418	49428020	Fentazin 2mg tablets (Advanz Pharma)	Perphenazine	2mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
609	321484001	25646	65588020	Perphenazine 2mg tablets	Perphenazine	2mg	Tablet	Oral	04020101/04060000	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo	February 2009
6894	133395001000027105	16268	65593020	Perphenazine 2mg with Amitriptyline 25mg tablet	Amitriptyline Hydrochloride/Perphenazine	2mg + 25mg	Tablets	Oral	04020100/04030100	Antipsychotic Products/Tricyclic And Related Antidepressants	February 2009
595	39731811000001104	12778	68729020	Amitriptyline 25mg / Perphenazine 2mg tablets	Amitriptyline hydrochloride/Perphenazine	25mg + 2mg	Tablet	Oral	04030100	Tricyclic And Related Antidepressants	February 2009
15047	3688011000001101	3368	58518020	Orap 4mg tablets (Eumedica Pharma Ltd)	Pimozide	4mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
8637	135105001000027105	1520	65799020	Pimozide 10mg tablet	Pimozide	10mg	Tablets	Oral	04020100	Antipsychotic Products	February 2009
2489	321490002	19186	65797020	Pimozide 2mg tablets	Pimozide	2mg	Tablet	Oral	00000000	Unknown	February 2009
64567	376769007	3	27341021	Pimozide 1mg tablets	Pimozide	1mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	October 2015
5821	321491003	24204	65798020	Pimozide 4mg tablets	Pimozide	4mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
4524	4544911000001108	5059	58517020	Orap 2mg tablets (Janssen-Cilag Ltd)	Pimozide	2mg	Tablet	Oral	00000000	Unknown	February 2009
27148	82935001000027101	764	58519020	Orap 10mg Tablet (Janssen-Cilag Ltd)	Pimozide	10mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
35235	3822011000001103	1876	91987020	Piportil Depot 50mg/1ml solution for injection ampoules (Sanofi)	Pipotiazine palmitate	50mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
12340	44305001000027100	7617	53586020	Piportil 50mg/ml Depot injection (JHC Healthcare Ltd)	Pipotiazine Palmitate	50mg/ml	Depot Injection	Intramuscular Deep Injection Gluteal Muscle	04020200	Antipsychotic Depot Injections	February 2009
35488	8823211000001101	1092	91989020	Piportil Depot 100mg/2ml solution for injection ampoules (Sanofi)	Pipotiazine palmitate	50mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
10944	135455001000027101	3570	65842020	Pipotiazine palmitate 50mg/ml depot injection	Pipotiazine Palmitate	50mg/ml	Depot Injection	Intramuscular Deep Injection Gluteal Muscle	04020200	Antipsychotic Depot Injections	February 2009
35684	36016911000001101	1997	91981020	Pipotiazine 50mg/1ml solution for injection ampoules	Pipotiazine palmitate	50mg/1ml	Solution for injection	Intramuscular	00000000	Unknown	February 2009
36394	36016711000001103	911	91985020	Pipotiazine 100mg/2ml solution for injection ampoules	Pipotiazine palmitate	50mg/1ml	Solution for injection	Intramuscular	00000000	Unknown	February 2009
32551	516511000001106	12816	55530020	Prochlorperazine 5mg tablets (IVAX Pharmaceuticals UK Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
5510	179415001000027108	9883	72187020	Prochlorperazine mesilate 12.5mg/ml injection	Prochlorperazine Mesilate	12.5mg/ml	Injection		04020100/40120000	Antipsychotic Products/-	February 2009
39887	97511000001109	99093	96911020	Stemetil 5mg tablets (Sanofi)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	August 2009
15438	160895001000027101	226	69517020	Prochlorperazine maleate 15mg modified release capsul	Prochlorperazine Maleate	15mg	Modified Release Capsules	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
14356	766011000001103	16444	91368020	Stemetil 12.5mg/1ml solution for injection ampoules (Sanofi)	Prochlorperazine mesilate	12.5mg/1ml	Solution for injection	Intramuscular	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
500	153375001000027107	274350	68249020	Buccastem 3mg Tablet (Reckitt Benckiser Healthcare (UK) Ltd)	Prochlorperazine maleate	3mg	Buccal tablet	Buccal	04020100/40120000	Antipsychotic Products/-	February 2009
40001	344011000001102	2749	96913020	Stemetil 5mg/5ml syrup (Sanofi)	Prochlorperazine mesilate	1mg/1ml	Oral solution	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	August 2009
81316	17917711000001109	0	04130020	Prochlorperazine 5mg tablets (Phoenix Healthcare Distribution Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	July 2020
51579	14401911000001107	1	04123020	Stemetil 5mg tablets (Sigma Pharmaceuticals Plc)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	January 2013
77571	21851611000001109	14	47312020	Prochlorperazine 5mg tablets (Waymade Healthcare Plc)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	August 2019
5497	367711000001104	2112	51691020	Stemetil 25mg tablets (Sanofi)	Prochlorperazine maleate	25mg	Tablet	Oral	00000000	Unknown	February 2009
7593	29545001000027108	12059	51692020	Stemetil 5mg/5ml Oral solution (Castlemead Healthcare Ltd)	Prochlorperazine mesilate	1mg/1ml	Oral solution	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
17849	34225001000027103	1619	52249020	Vertigon spansule 15 15mg Spansule (GlaxoSmithKline Consumer Healthcare)	Prochlorperazine Maleate	15mg	Spansule	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
1990	322150009	13031	66241020	Prochlorperazine 25mg suppositories	Prochlorperazine maleate	25mg	Suppository	Rectal	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
14364	36021511000001106	11414	91364020	Prochlorperazine 12.5mg/1ml solution for injection ampoules	Prochlorperazine mesilate	12.5mg/1ml	Solution for injection	Intramuscular	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
66990	23481811000001102	3	20196021	Prochlorperazine 3mg buccal tablets (Alliance Healthcare (Distribution) Ltd)	Prochlorperazine maleate	3mg	Buccal tablet	Buccal	04065400	Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	August 2016
55038	15177311000001100	5	04126020	Prochlorperazine 5mg tablets (Sigma Pharmaceuticals Plc)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	May 2013
50462	18614811000001100	28	04131020	Stemetil 5mg tablets (DE Pharmaceuticals)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	January 2013
34344	341711000001103	324	54234020	Prochlorperazine 5mg tablets (A A H Pharmaceuticals Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
1234	47911000001107	10700	52717020	Stemetil 25mg suppositories (Sanofi)	Prochlorperazine maleate	25mg	Suppository	Rectal	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
68942	30078711000001101	0	53428021	Prochlorperazine 5mg tablets (DE Pharmaceuticals)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	March 2017
3246	83015001000027105	45272	58525020	Stemetil 12.5mg/ml Injection (Castlemead Healthcare Ltd)	Prochlorperazine Mesilate	12.5mg/ml	Injection	Intramuscular Deep Injection	04020100/40120000	Antipsychotic Products/-	February 2009
54458	92605001000027105	33	59774020	Prochlorperazine 5mg Tablet (Teva UK Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020100/40120000	Antipsychotic Products/-	April 2013
59008	23165411000001104	7	17416021	Prochlorperazine 3mg buccal tablets (Advanz Pharma)	Prochlorperazine maleate	3mg	Buccal tablet	Buccal	04065400	Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	March 2014
3932	322145003	2563	66238020	Prochlorperazine 25mg tablets	Prochlorperazine maleate	25mg	Tablet	Oral	00000000	Unknown	February 2009
43420	11012111000001103	30	69868020	Prochlorperazine 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	September 2010
4401	160885001000027100	836	69516020	Prochlorperazine maleate 10mg modified release capsule	Prochlorperazine Maleate	10mg	Modified Release Capsules	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
8689	34215001000027107	3894	52248020	Vertigon spansule 10 10mg Spansule (GlaxoSmithKline Consumer Healthcare)	Prochlorperazine Maleate	10mg	Spansule	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
54429	5414111000001103	2055	04122020	Stemetil 5mg tablets (Waymade Healthcare Plc)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	April 2013
74797	13838111000001100	505	04119020	Buccastem 3mg tablets (DE Pharmaceuticals)	Prochlorperazine maleate	3mg	Buccal tablet	Buccal	04065400	Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2019
13607	354911000001100	14692	56506020	Proziere 5mg tablets (Ashbourne Pharmaceuticals Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
9590	322142000	9846	66246020	Prochlorperazine 5mg effervescent granules sachets sugar free	Prochlorperazine mesilate	5mg	Effervescent granules	Oral	00000000	Unknown	February 2009
73148	16063311000001107	0	04127020	Prochlorperazine 5mg tablets (Bristol Laboratories Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	September 2018
85	322144004	4228392	66237020	Prochlorperazine 5mg tablets	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
51551	17456011000001103	2	04129020	Stemetil 5mg tablets (Mawdsley-Brooks & Company Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	January 2013
32772	84311000001108	319	60605020	Prochlorperazine 5mg tablets (Viatris UK Healthcare Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
1434	322149009	12520	66242020	Prochlorperazine 5mg suppositories	Prochlorperazine maleate	5mg	Suppository	Rectal	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
512	29535001000027107	788684	51690020	Stemetil 5mg Tablet (Castlemead Healthcare Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
32064	246211000001109	1882	57101020	Prochlorperazine 5mg tablets (Actavis UK Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
32122	10677611000001100	63	54878020	Prochlorperazine 12.5mg/1ml solution for injection ampoules (Advanz Pharma)	Prochlorperazine mesilate	12.5mg/1ml	Solution for injection	Intramuscular	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
6036	36021611000001105	23077	66245020	Prochlorperazine 5mg/5ml oral solution	Prochlorperazine mesilate	1mg/1ml	Oral solution	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
227	620411000001105	9297	52716020	Stemetil 5mg suppositories (Sanofi)	Prochlorperazine maleate	5mg	Suppository	Rectal	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
3738	593211000001102	26949	68072020	Stemetil Eff 5mg sachets (Sanofi)	Prochlorperazine mesilate	5mg	Effervescent granules	Oral	00000000	Unknown	February 2009
60971	23680211000001106	15	21371021	Prochlorperazine 3mg buccal tablets (A A H Pharmaceuticals Ltd)	Prochlorperazine maleate	3mg	Buccal tablet	Buccal	04065400	Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	August 2014
5971	196011000001108	66265	73038020	Buccastem M 3mg tablets (Alliance Pharmaceuticals Ltd)	Prochlorperazine maleate	3mg	Buccal tablet	Buccal	04065400	Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
62115	20326611000001107	0	40544020	Prochlorperazine 5mg tablets (Genesis Pharmaceuticals Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	January 2015
32876	784511000001103	5627	56337020	Prochlorperazine 5mg tablets (Teva UK Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
80551	36042511000001100	0	82682021	Prochlorperazine 5mg tablets (Medreich Plc)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	April 2020
42882	920911000001101	101194	98250020	Buccastem 3mg tablets (Alliance Pharmaceuticals Ltd)	Prochlorperazine maleate	3mg	Buccal tablet	Buccal	04065400	Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	July 2010
76534	35852411000001104	1	82280021	Prochlorperazine 3mg buccal tablets (Medreich Plc)	Prochlorperazine maleate	3mg	Buccal tablet	Buccal	04065400	Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	May 2019
4769	322143005	538559	69608020	Prochlorperazine 3mg buccal tablets	Prochlorperazine maleate	3mg	Buccal tablet	Buccal	04065400	Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	February 2009
61592	13483111000001106	3	75609020	Prochlorperazine 5mg tablets (Almus Pharmaceuticals Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	November 2014
49170	16249911000001105	28	04128020	Stemetil 5mg tablets (Lexon (UK) Ltd)	Prochlorperazine maleate	5mg	Tablet	Oral	04020101/04065400	First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products	January 2013
33493	39365001000027104	13	52959020	Sparine 100mg Tablet (Wyeth Pharmaceuticals)	Promazine Hydrochloride	100mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
79527	21852311000001108	1	47244020	Promazine 25mg/5ml oral solution (Waymade Healthcare Plc)	Promazine hydrochloride	5mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	January 2020
79024	182355001000027100	15	72713020	Promazine 50mg Tablet (Teva UK Ltd)	Promazine hydrochloride	50mg	Tablet	Oral	04020100	Antipsychotic Products	December 2019
13311	29235001000027101	224	51649020	Sparine 50mg/ml Injection (Wyeth Pharmaceuticals)	Promazine Hydrochloride	50mg/ml	Injection		04020100	Antipsychotic Products	February 2009
43654	179395001000027103	6	72184020	Promazine 50mg/ml injection	Promazine Hydrochloride	50mg/ml	Injection		04020100	Antipsychotic Products	October 2010
